Location,NDP Pillar,SubSector,2015 Location Total,2016 LocationTotal,2017 Location Total,2015 Pillar Total,2016 Pillar Total,2017 Pillar Total,2015 SubSector Total,2016 SubSector Total,2017 SubSector Total,Project title,Project objectives / purpose,Start Date,End Date,Links to other Sector,Reporting Agency,Funder,Implementers,Implementer Category,Project Value (USD),2015 Disbursements (USD),2016 Disbursements (USD),2017 Disbursements (USD),Links to project webpages or documents,Gender,Capacity building,Stabilization,2015 Project Location Allocation,2016 Project Location Allocation,2017 Project Location Allocation,Location Total 2015-17
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,To decrease the burden of Tuberculosis in Somalia - 19,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. -Strengthen MDR TB Services and TB/HIV collaborative interventions. -To Strengthen NTP management capacity",Jan-14,Jan-17,,The Global Fund,The Global Fund,MoH -NTPs,Government & NGOs,1295390,282057,286296,288072,,Principal,Principal,Not Targeted,40294,40899,41153,122346
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,To decrease the burden of Tuberculosis in Somalia - 15,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. -Strengthen MDR TB Services and TB/HIV collaborative interventions. -To Strengthen NTP management capacity",Jan-14,Jan-17,,The Global Fund,The Global Fund,PSR Finland,NGOs,698513,198486,166593,166593,,Principal,Principal,Not Targeted,59546,49978,49978,159502
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,To decrease the burden of Tuberculosis in Somalia - 13,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. -Strengthen MDR TB Services and TB/HIV collaborative interventions. -To Strengthen NTP management capacity",Jan-15,Jan-17,,The Global Fund,The Global Fund,Qatar Red Crescent,NGOs,408723,76203,166260,166260,,Principal,Principal,Not Targeted,76203,166260,166260,408723
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,To decrease the burden of Tuberculosis in Somalia - 9,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. -Strengthen MDR TB Services and TB/HIV collaborative interventions. -To Strengthen NTP management capacity",Jan-14,Jan-17,,The Global Fund,The Global Fund,DST -SCZ/Puntland,NGOs,169557,27159,71199,71199,,Principal,Principal,Not Targeted,13580,35600,35600,84780
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,To decrease the burden of Tuberculosis in Somalia - 1,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. -Strengthen MDR TB Services and TB/HIV collaborative interventions. -To Strengthen NTP management capacity",Jan-14,Jan-17,,The Global Fund,The Global Fund,WHO -HIV,UN,523505,202288,55527,55527,,Principal,Principal,Not Targeted,28898,7932,7932,44762
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,"Reconstruction of health infrastructure and improved access to healthcare in Banadir Region, Somalia",1. Improvement of health services in the area of mother-child health care 2. Improvement of technical capacities of health personnel and quality of services offered 3. Increase of awarenesss of local communities of Sexual- and Reproductive Health and use of health services 4. Strengthening of regional and local health authorities to provide health services,Jan-14,Jan-17,,Germany,German Federal Government,Action Medeor,NGOs,788888.8889,223888.8889,219444.4444,53888.88889,,Significant,Significant,Not targeted,223889,219444,53889,497222
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,To decrease the burden of Tuberculosis in Somalia - 8,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. -Strengthen MDR TB Services and TB/HIV collaborative interventions. -To Strengthen NTP management capacity",Jan-14,Jan-17,,The Global Fund,The Global Fund,SAACID,NGOs,181560,47220,43560,43560,,Principal,Principal,Not Targeted,47220,43560,43560,134340
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,Islamic Relief Somalia Health,To increase access to health care services to vulnerable communities of Banadir region of South Central Somalia.,Jan-15,Aug-16,,Switzerland,"Switzerland,",Islamic Relief,NGOs,221000,110500,110500,0,,Significant,Significant,Significant,110500,110500,,221000
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,Medical Support - 1,Medicines and medical equipments donated to Somali-Turkey Education and Research Hospital (Erdo_an /ex Digfer Hospital),Jan-15,Jan-15,,Turkey (2015 data),"Turkey,",T_KA,Bilateral Agency,1600000,1600000,0,0,,,,,1600000,,,1600000
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,Medical Support - 2,Medical equipment support to NISA,Jan-15,Jan-15,,Turkey (2015 data),"Turkey,",T_KA,Bilateral Agency,30000,30000,0,0,,,,,30000,,,30000
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,Operation of RTE/Digfer Hospital,,Jan-15,Jan-15,,Turkey (2015 data),"Turkey,",Ministry of Health of TR,Bilateral Agency,5880000,5500000,0,0,,,,,5500000,,,5500000
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,support to Mogadishu Municipality - 2,bone and medical waste burning machine was hand overed to Mogadishu municipality,Jan-15,Jan-15,,Turkey (2015 data),"Turkey,",KIZILAY,NGOs,57000,57000,0,0,,,,,57000,,,57000
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,More communities use sustained WASH services and are empowered to stop harmful sanitation and hygiene behaviours,"To establish the sustainable WASH facilities in Health centres, schools and communities in Somalia",Jan-15,Jan-16,,UNICEF,UNICEF - GC,"UNICEF, MOH, MOWR,IMWSC, MOE","Government, UN & NGOs",2858188,1358500,1499688,0,Not available,Significant,Significant,Significant,135850,149969,,285819
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,WASH Preparedness and Response Package in Somalia,WASH Preparedness and Response Package in Somalia,Jan-16,Dec-16,,UNICEF,ECHO,"UNICEF; PSAWEN, INTERSOS; SCC;SHRA;SOPHPA;GRRN;WARDI;CPD;SAIF;WOCCA;EVSO;PAH",UN & NGOs,521794,0,521794,0,Not available,Significant,Significant,Significant,,104359,,104359
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,Joint Health and Nutrition Programme,"To establish the sustainable WASH facilities in Health centres, schools and communities in Somalia",Sep-14,Mar-16,,UNICEF,"USAID, DFID, Sweden, Finland, Autralia, Swiss",UNICEF,UN,685612.5163,577358.5163,108254,0,Not available,Significant,Significant,Significant,161660,30311,,191971
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,Global Alliance for Vaccines and Immunization - Health Systems Strengthening Support for Somalis,Increase immunization coverage through deployment of 200 Lady Health Workes; support to 40 MCH clinics; increase awareness and demand for immunization services; operational research on service delivery models; institutional development of Ministries' of Health stewardship capacities,Jan-11,Jan-16,,WHO,"WHO, GAVI (Global Alliance for Vaccines and Immunization)",WHO,UN,7338578,2642403,2501787,0,,Significant,Significant,Significant,528481,500357,,1028838
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,Prevention and control of noncommunicable diseases,"To prevent and control noncommunicable diseases through developing policies & strategies, building national capacity and establishing standards and norms",Jan-14,Jan-15,,WHO,Regular WHO budget,WHO,UN,151300,75650,120000,0,,NA – not screened,Significant,NA – not screened,12861,20400,,33261
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,Petroleum Sector Inclusive Development,"The development objective of this programmatic approach is to 1) facilitate high-level technical consultative meetings between the Federal Government of Somalia (FGS) and the Regions regarding petroleum ownership, control and revenues sharing; and 2) support the review of the petroleum policy, legal, fiscal and revenue sharing framework for the Federal Republic of Somalia and the training of FGS staff to negotiate and manage petroleum contracts.",Jan-14,Jan-17,Federalism and resource sharing; hydrocarbon & mineral sector,WB,"MPF Donors (Denmark, EU, Finland, Italy, Norway, Sweden, Switzerland, SPF, UK, USAID) + DfID EFO",WB-Executed,IFI,4000000,408817,1811769,1791183,somaliampf.org,Not targeted,Significant,Principal,47695,211373,208971,468039
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,Human rights,,Jan-15,Jan-17,Other,Netherlands,Netherlands,FPU,NGOs,555555.5556,0,277777.7778,0,,Principal,Significant,Significant,,18889,,18889
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,Support to democratisation,,,,Democratisation & elections,Norway,Norway,"CDI, Oslo centre, Interpeace",NGOs,0,1543209.877,864197.5309,0,,NA – not screened,NA – not screened,NA – not screened,1543210,864198,,2407408
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,Support to the Federal State Formation Process,The Programme aims to provide support to the state formation process in the following three coordinated phases with specific focus. 1) Support in reconciliation and state building role 2) Formation and Establishment of Boundary Federal Commission and IRAs 3) Initiate the establishment of the new institutions and basic state service systems,Jan-15,Sep-15,Federalism and resource sharing,UNDP,"Sweden, UNDP, UNSOM, UN MPTF Donors: Denmark, EU, Italy, Norway, Sweden, Switzerland, UK, and PBF",UNDP,UN,3453278,3791067.87,7579076,7394725,http://www.so.undp.org/,Principal,Significant,Significant,541581,1082725,1056389,2680695
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,Joint Programme for Support to the Electoral Process in the Federal Republic of Somalia,PSG1 Priority 3: Prepare for and hold credible elections by 2016,Jan-15,Dec-15,Democratisation & elections,UNDP,"UN MPTF Donors: Denmark, EU, Italy, Norway, Sweden, Switzerland, UK, and PBF",UNDP,UN,3010450,3029898.61,5169363,0,http://www.so.undp.org/,Significant,Significant,Significant,378737,646170,,1024907
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,Support to the Electoral Process in the Federal Republic of Somalia,PSG1 Priority 3: Prepare for and hold credible elections by 2016,Jan-15,Jan-16,Democratisation & elections,UNDP,"UNDP, Norway, SIDA , Germany",UNDP,UN,16679814,324434.18,7266405.82,0,http://www.so.undp.org/,Significant,Significant,Significant,46348,1038058,,1084406
