Location,NDP Pillar,SubSector,2015 Location Total,2016 LocationTotal,2017 Location Total,2015 Pillar Total,2016 Pillar Total,2017 Pillar Total,2015 SubSector Total,2016 SubSector Total,2017 SubSector Total,Project title,Project objectives / purpose,Start Date,End Date,Links to other Sector,Reporting Agency,Funder,Implementers,Implementer Category,Project Value (USD),2015 Disbursements (USD),2016 Disbursements (USD),2017 Disbursements (USD),Links to project webpages or documents,Gender,Capacity building,Stabilization,2015 Project Location Allocation,2016 Project Location Allocation,2017 Project Location Allocation
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,JPLG - 5 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/1/13,1/12/17,Decentralized service delivery modeling in health,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,346302.7225,354459.3325,336878.465,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,15583.62251,15950.66996,15159.53093
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,To decrease the burden of Tuberculosis in Somalia - 19,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. -Strengthen MDR TB Services and TB/HIV collaborative interventions. -To Strengthen NTP management capacity",1/1/14,1/12/17,,The Global Fund,The Global Fund,MoH -NTPs,Government & NGOs,1295390,282057,286296,288072,,Principal,Principal,Not Targeted,40293.85714,40899.42857,41153.14286
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,To decrease the burden of Tuberculosis in Somalia - 15,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. -Strengthen MDR TB Services and TB/HIV collaborative interventions. -To Strengthen NTP management capacity",1/1/14,1/12/17,,The Global Fund,The Global Fund,PSR Finland,NGOs,698513,198486,166593,166593,,Principal,Principal,Not Targeted,59545.8,49977.9,49977.9
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,To decrease the burden of Tuberculosis in Somalia - 13,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. -Strengthen MDR TB Services and TB/HIV collaborative interventions. -To Strengthen NTP management capacity",1/8/15,1/12/17,,The Global Fund,The Global Fund,Qatar Red Crescent,NGOs,408723,76203,166260,166260,,Principal,Principal,Not Targeted,76203,166260,166260
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,To decrease the burden of Tuberculosis in Somalia - 9,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. -Strengthen MDR TB Services and TB/HIV collaborative interventions. -To Strengthen NTP management capacity",1/1/14,1/12/17,,The Global Fund,The Global Fund,DST -SCZ/Puntland,NGOs,169557,27159,71199,71199,,Principal,Principal,Not Targeted,13579.5,35599.5,35599.5
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,To decrease the burden of Tuberculosis in Somalia - 1,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. -Strengthen MDR TB Services and TB/HIV collaborative interventions. -To Strengthen NTP management capacity",1/1/14,1/12/17,,The Global Fund,The Global Fund,WHO -HIV,UN,523505,202288,55527,55527,,Principal,Principal,Not Targeted,28898.28571,7932.428571,7932.428571
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,"Reconstruction of health infrastructure and improved access to healthcare in Banadir Region, Somalia",1. Improvement of health services in the area of mother-child health care 2. Improvement of technical capacities of health personnel and quality of services offered 3. Increase of awarenesss of local communities of Sexual- and Reproductive Health and use of health services 4. Strengthening of regional and local health authorities to provide health services,1/8/14,1/7/17,,Germany,German Federal Government,Action Medeor,NGOs,788888.8889,223888.8889,219444.4444,53888.88889,,Significant,Significant,Not targeted,223888.8889,219444.4444,53888.88889
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,To decrease the burden of Tuberculosis in Somalia - 8,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. -Strengthen MDR TB Services and TB/HIV collaborative interventions. -To Strengthen NTP management capacity",1/1/14,1/12/17,,The Global Fund,The Global Fund,SAACID,NGOs,181560,47220,43560,43560,,Principal,Principal,Not Targeted,47220,43560,43560
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,Islamic Relief Somalia Health,To increase access to health care services to vulnerable communities of Banadir region of South Central Somalia.,1/9/15,31/08/2016,,Switzerland,"Switzerland,",Islamic Relief,NGOs,221000,110500,110500,0,,Significant,Significant,Significant,110500,110500,0
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,Medical Support - 1,Medicines and medical equipments donated to Somali-Turkey Education and Research Hospital (Erdoğan /ex Digfer Hospital),1/1/15,1/9/15,,Turkey (2015 data),"Turkey,",TİKA,Bilateral Agency,1600000,1600000,0,0,,,,,1600000,0,0
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,Medical Support - 2,Medical equipment support to NISA,1/1/15,1/9/15,,Turkey (2015 data),"Turkey,",TİKA,Bilateral Agency,30000,30000,0,0,,,,,30000,0,0
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,Operation of RTE/Digfer Hospital,,1/1/15,1/12/15,,Turkey (2015 data),"Turkey,",Ministry of Health of TR,Bilateral Agency,5880000,5500000,0,0,,,,,5500000,0,0
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,support to Mogadishu Municipality - 2,bone and medical waste burning machine was hand overed to Mogadishu municipality,1/1/15,1/9/15,,Turkey (2015 data),"Turkey,",KIZILAY,NGOs,57000,57000,0,0,,,,,57000,0,0
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,More communities use sustained WASH services and are empowered to stop harmful sanitation and hygiene behaviours.,"To establish the sustainable WASH facilities in Health centres, schools and communities in Somalia",1/1/15,1/12/16,,UNICEF,UNICEF - GC,"UNICEF, MOH, MOWR,IMWSC, MOE","Government, UN & NGOs",2858188,1358500,1499688,0,Not available,Significant,Significant,Significant,135850,149968.8,0
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,WASH Preparedness and Response Package in Somalia,WASH Preparedness and Response Package in Somalia,1/7/16,31/12/2016,,UNICEF,ECHO,"UNICEF; PSAWEN, INTERSOS; SCC;SHRA;SOPHPA;GRRN;WARDI;CPD;SAIF;WOCCA;EVSO;PAH",UN & NGOs,521794,0,521794,0,Not available,Significant,Significant,Significant,0,104358.8,0
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,Joint Health and Nutrition Programme,"To establish the sustainable WASH facilities in Health centres, schools and communities in Somalia",30/09/2014,30/03/2016,,UNICEF,"USAID, DFID, Sweden, Finland, Autralia, Swiss",UNICEF,UN,685612.5163,577358.5163,108254,0,Not available,Significant,Significant,Significant,161660.3846,30311.12,0
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,Global Alliance for Vaccines and Immunization - Health Systems Strengthening Support for Somalis,Increase immunization coverage through deployment of 200 Lady Health Workes; support to 40 MCH clinics; increase awareness and demand for immunization services; operational research on service delivery models; institutional development of Ministries' of Health stewardship capacities,1/10/11,1/10/16,,WHO,"WHO, GAVI (Global Alliance for Vaccines and Immunization)",WHO,UN,7338578,2642403,2501787,0,,Significant,Significant,Significant,528480.6,500357.4,0
Benadir,Social & human capital,Health,51310327,52215286,37450545,22358374,19907559,16204069,17761799.35,16869920.13,12639626.04,Prevention and control of noncommunicable diseases,"To prevent and control noncommunicable diseases through developing policies & strategies, building national capacity and establishing standards and norms",1/1/14,1/12/15,,WHO,Regular WHO budget,WHO,UN,151300,75650,120000,0,,NA – not screened,Significant,NA – not screened,12860.5,20400,0
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,Petroleum Sector Inclusive Development,"The development objective of this programmatic approach is to 1) facilitate high-level technical consultative meetings between the Federal Government of Somalia (FGS) and the Regions regarding petroleum ownership, control and revenues sharing; and 2) support the review of the petroleum policy, legal, fiscal and revenue sharing framework for the Federal Republic of Somalia and the training of FGS staff to negotiate and manage petroleum contracts.",1/9/14,1/12/17,Federalism and resource sharing; hydrocarbon & mineral sector,WB,"MPF Donors (Denmark, EU, Finland, Italy, Norway, Sweden, Switzerland, SPF, UK, USAID) + DfID EFO",WB-Executed,IFI,4000000,408817,1811769,1791183,somaliampf.org,Not targeted,Significant,Principal,47695.31667,211373.05,208971.35
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,Human rights,,1/8/15,1/12/17,Other,Netherlands,Netherlands,FPU,NGOs,555555.5556,0,277777.7778,0,,Principal,Significant,Significant,0,18888.88889,0
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,Support to democratisation,,00/01/1900,00/01/1900,Democratisation & elections,Norway,Norway,"CDI, Oslo centre, Interpeace",NGOs,0,1543209.877,864197.5309,0,,NA – not screened,NA – not screened,NA – not screened,1543209.877,864197.5309,0
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,Support to the Federal State Formation Process,The Programme aims to provide support to the state formation process in the following three coordinated phases with specific focus. 1) Support in reconciliation and state building role 2) Formation and Establishment of Boundary Federal Commission and IRAs 3) Initiate the establishment of the new institutions and basic state service systems,1/4/15,30/09/2015,Federalism and resource sharing,UNDP,"Sweden, UNDP, UNSOM, UN MPTF Donors: Denmark, EU, Italy, Norway, Sweden, Switzerland, UK, and PBF",UNDP,UN,3453278,3791067.87,7579076,7394725,http://www.so.undp.org/,Principal,Significant,Significant,541581.1243,1082725.143,1056389.286
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,Joint Programme for Support to the Electoral Process in the Federal Republic of Somalia,PSG1 Priority 3: Prepare for and hold credible elections by 2016,1/7/15,31/12/2015,Democratisation & elections,UNDP,"UN MPTF Donors: Denmark, EU, Italy, Norway, Sweden, Switzerland, UK, and PBF",UNDP,UN,3010450,3029898.61,5169363,0,http://www.so.undp.org/,Significant,Significant,Significant,378737.3263,646170.375,0
Benadir,"Peace, security, and rule of law",Inclusive Politics,51310327,52215286,37450545,7529968,10487264,4714656,4190163.471,7296045.815,2248864.379,Support to the Electoral Process in the Federal Republic of Somalia,PSG1 Priority 3: Prepare for and hold credible elections by 2016,1/6/15,1/12/16,Democratisation & elections,UNDP,"UNDP, Norway, SIDA , Germany",UNDP,UN,16679814,324434.18,7266405.82,0,http://www.so.undp.org/,Significant,Significant,Significant,46347.74,1038057.974,0
